CRH2-122B
M13 561.2,33.73,933.6,23.0,864.9,72.01,40.26,67.31,97.77,97.99,818.2,105.7
M14 76.35,24.24,795.6,837.4,576.6,33.78,268.3,24.5,56.82,700.6,35.44,33.31
M15 417.0,14.67,234.4,32.7,626.0,603.3,79.43,59.9,916.4,75.6,12.99,95.96

CRH1-020A
M0 791.6,74.95,0.21,6.02,45.5,148.6,99.12,350.1,846.4,690.2,40.28,557.3
M1 3.85,82.1,94.7,81.35,47.4,14.86,833.4,0.47,513.2,63.25,203.5,95.06
M2 31.11,950.9,754.7,642.2,146.4,61.49,0.4,30.41,84.5,26.82,884.1,49.34
M3 297.0,88.06,268.2,789.8,17.52,21.9,58.13,89.3,22.42,65.3,869.1,98.9
M4 91.0,13.53,56.87,197.7,79.24,55.42,75.5,808.0,71.71,4.09,818.2,4.25
M5 809.6,663.8,37.23,18.57,29.81,14.46,68.77,757.5,39.29,20.77,9.78,934.6
M6 805.8,397.4,637.4,80.67,0.53,121.4,635.6,355.6,974.2,41.55,11.02,36.29
M7 5.88,71.2,587.5,674.6,48.15,31.98,405.8,38.26,22.86,224.0,652.7,517.9
M8 31.35,29.24,632.7,792.5,872.4,603.4,16.45,776.8,149.9,90.08,68.8,65.29
M9 199.4,70.73,920.4,347.0,39.8,49.08,513.1,40.92,83.7,31.38,513.1,484.2

CRH1-006A
M0 88.91,199.2,460.4,59.7,666.7,65.09,619.9,761.1,526.7,38.64,181.1,61.22
M1 142.6,354.4,95.59,866.6,370.5,54.01,38.3,41.02,372.4,892.7,850.0,733.5
M2 962.5,95.05,62.38,24.74,219.9,38.08,649.4,734.8,89.24,708.8,54.56,828.6
M3 754.9,96.23,41.01,935.3,878.5,82.82,947.9,47.31,717.5,183.1,580.2,63.74
M4 2.73,53.97,9.75,162.5,88.96,3.38,63.41,71.04,53.95,62.5,61.64,58.45
M5 26.54,586.0,86.21,439.0,38.23,39.99,194.4,535.3,16.85,398.6,77.59,882.7
M6 69.89,962.2,86.26,293.6,707.8,11.92,833.7,98.09,972.5,66.3,16.05,830.6
M7 217.9,95.75,444.7,895.0,21.64,61.42,77.86,96.75,577.9,955.8,457.3,32.37
M8 708.4,49.88,50.8,84.59,55.4,23.21,591.4,78.05,3.92,541.2,58.01,32.27
M9 55.96,622.2,518.0,72.0,49.58,6.6,72.74,15.34,47.75,396.3,54.63,46.52

CRH1-004A
M0 46.3,0.29,54.76,7.73,439.2,97.59,123.9,280.9,449.6,310.0,3.8,167.5
M1 70.58,82.67,60.68,903.7,25.59,44.25,14.19,5.92,4.4,95.35,7.3,444.6
M2 72.03,99.6,35.8,91.97,24.36,67.28,676.2,546.1,89.7,57.71,796.9,27.26
M3 669.5,58.85,126.0,67.4,434.6,869.3,71.48,40.8,99.27,94.71,453.4,637.5
M4 842.9,63.35,88.72,42.03,49.6,798.0,66.1,31.61,248.1,69.68,39.54,449.2
M5 59.82,63.41,67.34,84.88,90.93,227.2,37.19,38.4,491.4,43.94,745.2,25.53
M6 12.6,84.75,537.6,247.5,3.52,31.9,89.84,740.3,51.49,387.6,614.0,160.9
M7 304.2,13.66,916.4,16.34,55.4,32.66,93.97,32.45,43.17,836.4,359.6,55.71
M8 205.2,226.0,875.9,757.9,64.4,37.51,973.2,432.1,57.33,70.37,831.6,166.1
M9 63.17,438.1,35.0,85.62,54.04,749.9,990.3,542.4,650.0,368.0,55.5,54.71

CRH1-020A
M0 638.3,436.6,71.3,37.19,994.8,980.0,668.2,46.6,845.5,32.0,70.69,55.03
M1 74.8,189.7,45.38,65.09,31.8,88.3,26.71,37.9,93.57,629.8,612.1,277.8
M2 32.47,253.4,21.53,251.4,49.63,681.0,321.0,18.78,40.82,939.8,325.3,893.4
M3 70.04,59.31,24.6,36.9,3.82,69.9,34.31,271.0,91.89,622.2,675.7,13.07
M4 27.96,496.5,92.43,528.1,88.22,35.93,88.91,95.88,242.9,884.2,93.03,56.92
M5 827.5,676.6,71.32,29.03,33.73,38.95,41.42,148.0,17.5,96.72,976.2,695.6
M6 596.2,44.14,879.2,57.72,63.19,603.3,41.47,206.1,59.37,171.7,64.18,422.0
M7 86.49,79.02,4.11,776.7,72.28,297.9,38.02,790.2,138.3,23.97,457.5,11.95
M8 85.44,507.6,20.22,8.28,560.7,34.09,71.9,39.95,645.4,64.63,813.0,317.9
M9 83.61,752.8,42.6,52.84,1.83,25.88,615.3,39.21,66.22,59.49,88.5,4.56

CRH2-120B
M0 578.1,28.52,82.42,89.12,173.0,66.14,82.4,82.51,98.98,962.8,928.6,31.48
M1 67.0,33.5,99.23,96.0,58.3,233.2,8.06,82.73,31.85,126.4,38.67,514.9
M2 70.51,20.73,246.0,89.89,615.0,13.9,966.9,279.0,59.11,48.76,197.3,45.02
M3 91.51,1.14,194.8,517.4,771.3,39.88,68.14,362.6,772.3,637.1,92.93,449.7
M4 285.0,427.9,34.33,469.3,318.6,212.8,8.81,4.96,21.95,42.5,239.5,38.89
M5 52.5,16.52,532.1,202.0,34.61,36.34,21.2,815.1,82.61,75.93,881.1,59.16
M6 86.98,71.3,12.1,12.7,676.1,935.7,216.3,81.22,56.45,725.1,52.37,43.11
M7 392.4,18.09,878.2,43.33,81.14,180.9,954.5,400.6,96.94,604.1,815.0,1.46
M8 312.1,40.33,56.55,52.34,33.49,64.75,190.7,30.4,49.43,584.6,453.8,62.33
M9 0.02,10.51,20.79,109.8,879.7,72.84,59.13,76.72,526.6,37.69,354.0,58.37
M10 935.4,758.8,0.1,921.2,952.8,132.7,52.64,904.0,17.61,59.67,25.9,97.02
M11 577.3,812.7,745.5,59.65,537.7,252.9,65.58,962.3,74.09,64.01,409.8,981.4
M12 29.2,241.4,599.2,693.3,503.2,7.12,30.38,485.7,2.18,86.07,8.95,993.1
M13 35.87,85.93,811.9,80.75,42.57,146.8,35.03,327.9,38.5,158.2,4.84,171.8
M14 97.24,545.7,94.63,58.19,47.05,340.1,85.87,16.58,673.6,60.86,969.7,13.05
M15 51.35,45.54,89.98,89.15,496.4,259.8,12.9,56.98,738.6,508.3,25.66,425.0

CRH1-006A
M0 18.25,43.72,81.99,71.46,524.8,975.9,301.2,819.3,495.7,157.5,511.6,72.83
M1 389.3,24.42,75.2,13.97,166.2,30.64,31.1,498.9,2.23,88.97,14.03,270.9
M2 5.18,70.4,57.64,62.34,516.9,97.96,14.05,481.9,284.9,246.9,54.01,613.5
M3 188.2,81.84,472.0,989.3,42.52,17.8,478.3,187.8,627.0,815.4,32.82,5.4
M4 888.2,783.4,80.33,76.19,88.24,39.97,54.22,1.15,167.2,69.2,3.42,49.97
M5 916.9,158.0,94.29,24.17,621.0,217.0,687.3,541.4,73.03,62.12,61.2,618.9
M6 84.47,870.2,13.76,26.82,795.0,375.4,996.3,62.83,893.2,551.6,34.0,71.96
M7 698.6,423.7,8.32,86.86,87.93,76.27,100.1,526.0,138.1,973.1,9.73,26.87
M8 712.1,56.57,402.3,968.2,65.93,7.44,42.36,207.1,99.9,698.9,418.0,29.8
M9 787.4,78.9,71.56,2.46,378.3,527.2,48.5,55.36,44.22,80.94,39.44,66.6

