CRH1-006A
M6 92.91,85.46,84.99,39.05,220.5,66.8,79.94,12.2,998.3,10.77,78.05,40.65
M7 767.6,441.1,57.41,267.5,32.28,946.9,874.9,91.37,43.28,613.6,9.41,61.25
M8 460.3,893.4,18.31,448.6,8.66,15.6,28.91,832.9,192.0,246.5,75.96,463.9
M9 731.2,53.14,13.05,94.56,13.1,149.4,249.4,41.34,340.6,373.7,615.1,335.2

CRH1-020A
M0 16.64,638.2,345.8,115.4,93.65,38.24,92.79,25.56,85.58,57.13,44.8,60.12
M1 63.81,868.9,33.27,63.95,129.4,58.03,873.2,905.4,67.44,77.36,593.3,296.8
M2 919.7,439.8,514.9,50.63,596.4,158.7,97.42,83.52,57.89,49.92,511.4,371.3
M3 17.87,30.25,12.31,88.37,198.8,7.1,963.9,817.1,748.0,918.3,385.2,45.21
M4 194.9,921.5,409.8,638.8,92.65,26.44,349.8,50.78,769.2,255.8,302.6,21.72
M5 2.95,167.1,680.9,10.23,114.4,845.0,76.83,56.06,60.5,223.9,53.19,629.5
M6 472.8,18.7,565.9,487.1,85.25,709.0,9.57,4.74,413.4,84.77,42.69,40.63
M7 911.4,948.6,89.9,146.0,94.03,37.55,19.98,406.3,25.57,186.0,22.93,192.2
M8 29.56,435.1,47.51,602.5,68.37,207.1,98.57,535.3,57.07,5.37,61.76,95.71
M9 640.6,24.43,18.55,0.36,488.3,12.56,380.4,2.4,86.39,92.94,24.69,175.3

CRH1-006A
M0 96.88,568.1,526.8,328.3,587.4,314.6,10.65,85.53,34.53,774.8,137.0,33.58
M1 793.8,231.2,13.6,33.93,33.86,259.8,523.8,22.04,254.3,505.4,601.5,298.8
M2 157.2,637.4,93.37,88.6,34.19,80.12,46.34,36.7,334.6,33.3,45.96,95.06
M3 858.5,10.93,57.02,75.96,16.79,66.76,84.07,64.89,363.0,151.8,54.55,51.13
M4 869.8,212.5,7.44,860.1,738.7,222.7,91.99,15.98,798.9,55.78,17.5,719.7
M5 989.3,23.28,307.2,96.09,380.5,88.89,40.16,52.03,500.2,97.92,677.9,965.3
M6 580.6,1.61,93.85,859.4,25.45,90.9,2.86,539.0,4.87,75.2,441.8,24.16
M7 742.0,895.7,99.87,160.6,28.98,78.07,139.6,59.08,54.86,800.1,236.8,576.8
M8 481.0,41.31,60.57,38.15,86.56,83.21,564.7,64.76,79.53,87.43,98.32,34.46
M9 405.8,985.3,242.1,46.43,34.49,1.52,427.5,95.48,466.1,6.39,88.21,57.13

CRH2-122B
M0 10.99,595.6,943.9,157.8,123.7,69.5,817.9,375.2,461.8,53.11,46.5,4.32
M1 805.2,969.1,97.16,70.9,149.5,74.95,912.6,42.08,715.4,11.4,526.5,669.2
M2 857.2,55.06,95.96,50.67,866.4,82.7,952.8,956.4,69.96,615.2,2.06,17.72
M3 692.6,93.03,18.84,46.86,268.0,55.4,542.3,495.9,49.2,231.2,2.41,812.0
M4 88.3,15.35,48.38,47.32,181.3,23.67,99.64,91.21,60.7,68.22,839.8,26.37
M5 102.3,615.7,33.61,23.7,66.4,95.12,96.53,258.3,86.98,178.6,77.47,58.28
M6 883.6,974.8,127.3,77.96,49.68,394.0,26.04,234.1,395.3,404.8,95.84,33.63
M7 288.0,711.8,88.16,613.8,82.9,12.36,74.01,643.6,23.73,21.19,552.5,72.25
M8 64.07,641.7,68.88,86.79,919.5,349.4,257.7,96.78,500.3,694.1,67.32,801.1
M9 11.33,81.34,90.95,210.3,67.44,68.03,36.4,923.2,644.9,77.19,11.77,39.38
M10 3.44,842.8,450.2,558.8,18.91,1.97,421.8,592.9,382.7,327.8,97.66,585.5
M11 1.79,80.03,78.79,558.9,93.62,52.28,762.0,40.11,933.2,32.15,42.0,9.7
M12 81.4,31.68,4.11,105.8,87.32,23.26,18.69,856.2,51.57,17.6,374.7,10.78
M13 929.8,58.51,21.58,363.9,138.7,180.1,298.4,60.8,76.6,44.0,45.2,38.81
M14 30.52,414.8,80.75,671.8,671.7,371.3,237.9,958.1,304.7,36.32,353.6,84.48
M15 744.4,449.8,20.92,626.0,17.99,191.8,27.97,51.83,936.2,36.75,6.19,80.22

CRH1-020A
M0 24.76,7.59,867.9,504.5,95.25,331.8,988.4,24.51,93.55,957.4,42.75,524.3
M1 24.23,43.32,835.3,3.78,797.6,381.7,97.5,569.0,567.4,52.8,282.8,635.3
M2 82.27,306.0,29.03,339.2,89.0,759.3,596.4,81.1,397.4,25.6,952.2,221.4
M3 56.61,48.59,75.28,588.2,53.89,610.6,6.63,505.9,82.3,63.97,988.5,485.2
M4 259.5,500.0,7.34,80.59,82.64,778.4,74.9,65.92,176.6,14.53,137.6,88.29
M5 628.1,35.7,86.78,77.83,731.3,849.6,431.4,337.1,5.85,98.34,93.44,70.58
M6 62.94,19.64,86.58,86.73,72.8,681.2,306.5,327.1,366.8,713.1,94.31,61.1
M7 6.89,42.67,66.31,102.0,95.45,661.8,655.5,91.81,34.22,48.15,49.01,17.58
M8 204.8,105.0,608.0,566.9,85.7,28.83,2.14,127.5,192.6,63.82,78.87,88.06
M9 63.97,951.7,9.1,69.2,755.2,434.5,66.48,94.85,4.27,571.3,62.54,3.37

CRH1-006A
M0 144.2,497.2,528.0,61.17,2.99,948.6,46.0,407.3,19.14,262.7,26.68,51.81
M1 12.71,435.2,51.72,284.9,604.0,949.5,98.98,40.58,276.8,94.4,955.5,28.39
M2 250.5,298.6,177.3,569.9,84.3,391.2,38.16,47.56,55.16,597.2,286.4,721.4
M3 19.42,8.95,740.5,90.76,33.96,13.33,98.43,69.46,78.56,86.2,905.8,423.0
M4 79.88,47.41,43.83,70.89,42.36,89.53,922.1,105.7,350.3,212.1,334.7,14.49
M5 75.61,603.9,78.42,93.65,595.3,75.4,555.8,38.4,79.39,2.15,30.41,49.11
M6 67.91,545.0,68.83,75.18,762.6,492.9,86.79,76.13,689.9,374.4,790.0,52.91
M7 763.6,683.0,131.7,432.6,955.5,655.9,90.8,89.12,734.3,17.36,95.85,199.3
M8 35.02,328.1,55.31,7.92,444.0,16.8,145.9,95.01,97.72,26.94,46.72,0.19
M9 514.8,7.17,74.65,90.49,837.7,371.2,509.1,39.6,705.6,969.5,3.09,36.3

CRH1-020A
M0 351.6,236.7,933.8,15.4,94.68,269.3,394.2,356.8,841.6,398.1,83.31,28.2
M1 865.6,2.98,75.73,90.39,34.54,19.88,63.02,16.82,788.1,744.4,263.1,50.57
M2 36.84,73.3,24.05,19.71,45.81,59.86,31.9,658.3,44.02,48.89,570.9,78.59
M3 960.4,472.4,285.9,9.76,589.0,589.0,286.2,93.04,58.61,204.8,36.51,89.69
M4 95.9,77.26,1.63,39.02,629.8,89.24,48.31,17.33,143.2,514.8,431.9,995.2
M5 355.3,240.4,226.1,733.4,22.05,92.64,86.29,777.2,619.0,235.1,12.39,242.7
M6 40.03,32.98,38.52,133.3,889.9,659.0,83.48,74.8,84.77,65.46,553.9,47.88
M7 652.1,215.7,3.18,636.4,17.75,4.79,205.6,95.8,431.3,286.8,41.4,363.7
M8 520.7,344.3,8.4,13.55,93.1,58.83,53.49,531.5,415.3,288.9,68.25,97.97
M9 17.7,246.9,823.9,148.2,883.5,659.0,70.7,42.07,54.4,65.4,560.3,154.0

CRH1-004A
M0 309.3,678.8,480.8,36.44,246.3,997.4,891.8,54.18,97.93,370.4,979.0,15.3
M1 20.69,99.4,373.3,65.75,40.0,738.1,55.72,74.96,617.6,482.0,185.5,510.4
M2 75.57,927.9,35.32,13.35,83.47,2.75,461.1,17.62,11.87,75.85,345.6,79.39
M3 96.13,894.7,76.97,62.5,276.9,26.74,20.33,9.86,44.73,80.6,6.13,555.2
M4 290.8,167.5,21.2,853.3,444.7,557.2,621.2,6.69,143.2,357.5,45.6,47.07
M5 905.7,754.9,83.42,25.55,9.64,88.19,67.91,32.2,66.31,40.98,811.8,5.83
M6 61.73,984.4,501.8,224.2,98.06,4.67,18.05,93.56,98.75,149.2,92.02,27.29
M7 31.16,615.5,58.48,219.0,957.7,27.52,261.5,47.65,25.38,51.2,702.8,20.81
M8 62.8,37.71,23.3,898.8,93.99,77.76,827.2,348.5,459.2,458.8,27.15,26.76
M9 35.03,42.34,31.21,7.26,39.85,45.19,52.33,25.54,28.83,270.4,435.3,13.48

